customer_city,item_revenue,share,cum_share,rank
Quatro Barras,1763.66,0.0001339349568529462,0.8911419302729283,795
Itatinga,1760.15,0.00013366840224573516,0.891275598675174,796
Itai,1757.58,0.00013347323263304786,0.891409071907807,797
Santa Vitoria Do Palmar,1750.75,0.0001329545523004976,0.8915420264601075,798
Uruacu,1750.02,0.00013289911501751636,0.8916749255751251,799
Sanharo,1748.0,0.00013274571322077384,0.8918076712883458,800
Santa Fe De Goias,1737.69,0.0001319627565255186,0.8919396340448713,801
Beberibe,1736.7,0.00013188757445681802,0.8920715216193281,802
Igarape,1734.47,0.00013171822494853293,0.8922032398442766,803
Abaete,1732.81,0.00013159216208586332,0.8923348320063625,804
Irece,1729.52,0.00013134231460503018,0.8924661743209675,805
Santa Juliana,1723.39,0.00013087679331095505,0.8925970511142785,806
Charqueadas,1721.41,0.00013072642917355394,0.892727777543452,807
Itaocara,1720.65,0.00013066871364606666,0.8928584462570981,808
Esperanca,1720.3799999999999,0.00013064820944551193,0.8929890944665436,809
Mafra,1719.6299999999999,0.00013059125333286,0.8931196857198764,810
Xaxim,1718.58,0.0001305115147751473,0.8932501972346516,811
Santa Maria Da Vitoria,1710.55,0.00012990170466235391,0.8933800989393139,812
Ourilandia Do Norte,1710.08,0.00012986601216509203,0.893509964951479,813
Itamarandiba,1706.99,0.00012963135298096608,0.89363959630446,814
Loanda,1704.3600000000001,0.00012943162687926665,0.8937690279313393,815
Caxambu,1700.73,0.00012915595929403127,0.8938981838906334,816
Camaqua,1693.85,0.0001286334818873042,0.8940268173725207,817
Camocim,1686.29,0.00012805936427177271,0.8941548767367924,818
Santana Do Jacare,1685.79,0.00012802139353000475,0.8942828981303224,819
Lagoa Da Prata,1685.69,0.00012801379938165116,0.894410911929704,820
Barra Velha,1684.01,0.00012788621768931082,0.8945387981473933,821
Morro Da Fumaca,1676.0,0.00012727792640618817,0.8946660760737996,822
Morro Agudo,1670.95,0.00012689442191433182,0.8947929704957139,823
Leopoldina,1667.77,0.00012665292799668763,0.8949196234237107,824
Sao Joaquim De Bicas,1663.28,0.00012631195073561138,0.8950459353744463,825
Esplanada,1660.9,0.00012613121000479592,0.8951720665844511,826
Parobe,1660.58,0.0001261069087300644,0.8952981734931812,827
Santa Rosa De Viterbo,1658.42,0.00012594287512562687,0.8954241163683068,828
Iturama,1655.55,0.00012572492306787877,0.8955498412913746,829
Itajobi,1653.95,0.00012560341669422132,0.8956754447080688,830
Mantena,1652.22,0.0001254720379277042,0.8958009167459965,831
Porto Ferreira,1646.22,0.00012501638902648871,0.895925933135023,832
Carmo Do Rio Claro,1642.42,0.00012472781138905226,0.8960506609464121,833
Carmo Do Cajuru,1638.44,0.00012442556428457932,0.8961750865106967,834
Jaguariaiva,1634.59,0.00012413318957296606,0.8962992197002696,835
Catende,1630.18,0.0001237982876305727,0.8964230179879001,836
Carmopolis De Minas,1629.78,0.00012376791103715833,0.8965467858989373,837
Caconde,1628.19,0.00012364716407833624,0.8966704330630156,838
Conceicao De Macabu,1626.47,0.00012351654472665446,0.8967939496077423,839
Bom Conselho,1624.93,0.00012339959484200917,0.8969173492025843,840
Cedral,1623.24,0.00012327125373483348,0.897040620456319,841
Taquari,1619.28,0.00012297052546003125,0.8971635909817791,842
Bocaiuva,1618.27,0.00012289382456165998,0.8972864848063408,843
Lagoa Vermelha,1616.25,0.00012274042276491745,0.8974092252291057,844
Santo Amaro De Campos,1611.78,0.0001224009643335119,0.8975316261934392,845
Paraibuna,1610.99,0.00012234097056151855,0.8976539671640007,846
Santa Adelia,1609.6499999999999,0.00012223920897358042,0.8977762063729743,847
Bom Jesus Dos Perdoes,1608.73,0.00012216934280872738,0.897898375715783,848
Guariba,1608.43,0.00012214656036366663,0.8980205222761467,849
Piraquara,1604.51,0.00012184886974820585,0.8981423711458949,850
Jacunda,1601.71,0.00012163623359430529,0.8982640073794892,851
Castelo,1600.8,0.0001215671268442876,0.8983855745063335,852
Jardinopolis,1600.05,0.00012151017073163568,0.8985070846770651,853
Loreto,1599.99,0.00012150561424262352,0.8986285902913077,854
Coxim,1598.75,0.00012141144680303899,0.8987500017381107,855
Ampere,1595.27,0.00012114717044033402,0.898871148908551,856
Crissiumal,1589.0,0.00012067101733856385,0.8989918199258896,857
Sao Sebastiao Do Cai,1588.84,0.0001206588667011981,0.8991124787925908,858
Vitorino Freire,1588.0,0.00012059507585502794,0.8992330738684459,859
Montanha,1586.54,0.0001204842012890655,0.8993535580697349,860
Pirajui,1583.52,0.00012025485800878706,0.8994738129277438,861
Piratininga,1583.28,0.00012023663205273843,0.8995940495597965,862
Pomerode,1579.3600000000001,0.00011993894143727767,0.8997139885012337,863
Belo Jardim,1578.63,0.00011988350415429645,0.899833872005388,864
Porto Nacional,1577.68,0.00011981135974493734,0.8999536833651329,865
Niquelandia,1577.67,0.00011981060033010197,0.900073493965463,866
Pombal,1577.5,0.00011979769027790087,0.9001932916557409,867
Passa Quatro,1576.66,0.0001197338994317307,0.9003130255551727,868
Candido Mota,1573.29,0.00011947797663221467,0.9004325035318049,869
Chapadao Do Sul,1569.79,0.00011921218143983898,0.9005517157132448,870
Afonso Claudio,1568.77,0.00011913472112663235,0.9006708504343715,871
Canaa Dos Carajas,1565.93,0.00011891904731339037,0.9007897694816849,872
Minacu,1561.6200000000001,0.0001185917395193506,0.9009083612212042,873
Palmeira Das Missoes,1559.51,0.00011843150298908981,0.9010267927241933,874
Sidrolandia,1557.76,0.00011829860539290197,0.9011450913295862,875
Visconde Do Rio Branco,1557.34,0.00011826670996981687,0.901263358039556,876
Pontes E Lacerda,1556.77,0.00011822342332420141,0.9013815814628803,877
